Nº OCORRÊNCIA;DATA DO FATO;HORA DO FATO;OBJETO;AÇAO ;UF;MUNICIPIO;BAIRRO;LOGRADOURO;TIPO DE LOCAL
50357589;23/02/2023;Indeterminada;VEICULO;FURTADO;ES;CACHOEIRO DE ITAPEMIRIM;BELA VISTA;RUA ALFREDO MARTINS DO AMARAL;VIA PUBLICA
50357651;23/02/2023;03:30:00;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;VISTA DA SERRA I;AV MANOEL JACINTO DA SILVA;RESIDÊNCIA
50358432;23/02/2023;Indeterminada;APARELHOS TELEFONICOS;FURTADO;ES;PRESIDENTE KENNEDY;MAROBA;RUA PROJETADA;COMERCIO
50358566;23/02/2023;Indeterminada;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;ITAPOA;RUA JAIR DE ANDRADE;VIA PUBLICA
50358648;23/02/2023;09:00:00;VEICULO;FURTADO;ES;FUNDAO;CENTRO;RUA JOAQUIM ARAUJO ESPINDULA;VIA PUBLICA
50359150;23/02/2023;11:10:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;ROSARIO DE FATIMA;RUA CARIOCA;VIA PUBLICA
50360624;23/02/2023;13:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;JARDIM CAMBURI;Sem InformaçAo;VIA PUBLICA
50360721;23/02/2023;14:10:00;BICICLETA;FURTADO;ES;VILA VELHA;ALECRIM;RUA ANA SIQUEIRA;COMERCIO
50360739;23/02/2023;12:40:00;VEICULO;ROUBADO;ES;COLATINA;COLUMBIA;RUA UIRAPURU;INDUSTRIA
50361544;23/02/2023;Indeterminada;BICICLETA;FURTADO;ES;VITORIA;BENTO FERREIRA;RUA CHAFIC MURAD;COMERCIO
50361731;23/02/2023;04:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;JOAO GOULART;RUA CALIFORNIA;VIA PUBLICA
50361849;23/02/2023;Indeterminada;APARELHOS TELEFONICOS;FURTADO;ES;LINHARES;OUTRO LOCAL;Sem InformaçAo;OUTRO LOCAL
50362086;23/02/2023;11:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;CARAPINA;Sem InformaçAo;VIA PUBLICA
50362088;23/02/2023;11:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;JARDIM DA PENHA;AV, SATURNINO RANGEL MAURO;OUTRO LOCAL
50362639;23/02/2023;18:00:00;VEICULO;FURTADO;ES;VITORIA;SANTA LUIZA;RUA PEDRO PEREIRA FONSECA;VIA PUBLICA
50363530;23/02/2023;16:25:00;VEICULO;FURTADO;ES;CARIACICA;JARDIM AMERICA;AV ESPIRITO SANTO;COMERCIO
50363718;23/02/2023;19:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;TUCUM;RUA ANTONIO CARLOS JOBIN;VIA PUBLICA
50363718;23/02/2023;19:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;TUCUM;RUA ANTONIO CARLOS JOBIN;VIA PUBLICA
50363718;23/02/2023;19:40:00;VEICULO;ROUBADO;ES;CARIACICA;TUCUM;RUA ANTONIO CARLOS JOBIN;VIA PUBLICA
50364290;23/02/2023;20:45:00;VEICULO;ROUBADO;ES;SERRA;JARDIM LIMOEIRO;AV. NORTE E SUL;VIA PUBLICA
50364834;23/02/2023;19:30:00;VEICULO;FURTADO;ES;CARIACICA;ITACIBA;ROD GOVERNADOR JOSE SETTE;COMERCIO
50364858;23/02/2023;21:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;ITAPOA;AV RESPLENDOR;COMERCIO
50365569;23/02/2023;18:00:00;VEICULO;FURTADO;ES;CARIACICA;ALTO LAGE;RUA MERIDIONAL;VIA PUBLICA
50365770;23/02/2023;17:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;FLEXAL I;RUA LAGOA SANTA;VIA PUBLICA
50366306;23/02/2023;21:40:00;VEICULO;ROUBADO;ES;SERRA;JOSE DE ANCHIETA;Sem InformaçAo;VEICULO
50366388;23/02/2023;23:30:00;VEICULO;ROUBADO;ES;CACHOEIRO DE ITAPEMIRIM;AQUIDABAN;Sem InformaçAo;VIA PUBLICA
50366744;23/02/2023;11:56:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;REPUBLICA;Sem InformaçAo;REPARTICAO PUBLICA
50366840;23/02/2023;17:00:00;BICICLETA;FURTADO;ES;VITORIA;JARDIM DA PENHA;R. MARIA ELEONORA PEREIRA;VIA PUBLICA
50367002;23/02/2023;02:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;COQUEIRAL DE ITAPARICA;AV SATUNINO RANGEL MAURO;VIA PUBLICA
50367382;23/02/2023;18:05:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;CARATOIRA;RUA JOSE BITTENCOURT;VEICULO
50367417;23/02/2023;21:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;PINHEIROS;GALILEIA;RUA DEDINHO;VIA PUBLICA
50367588;23/02/2023;11:00:00;APARELHOS TELEFONICOS;FURTADO;ES;MIMOSO DO SUL;CENTRO;RUA PRINCIPAL;REPARTICAO PUBLICA
50367903;23/02/2023;10:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;CACHOEIRO DE ITAPEMIRIM;NOVA BRASILIA;Sem InformaçAo;VIA PUBLICA
50367916;23/02/2023;Indeterminada;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;NOVA CARAPINA I;AV BELO HORIZONTE;COMERCIO
50368001;23/02/2023;08:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;OURIMAR;ROD S010;OUTRO LOCAL
50368267;23/02/2023;20:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;ENSEADA DO SUA;ATRAS DO SHOPING VITORIA;VIA PUBLICA
50368366;23/02/2023;15:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;PRAIA DE ITAPARICA;ROD. DO SOL, KM 8,3;RODOVIA ESTADUAL
50368425;23/02/2023;03:30:00;BICICLETA;FURTADO;ES;GUARAPARI;PRAIA DO MORRO;AVENIDA ATLANTICA;RESIDÊNCIA
50369093;23/02/2023;16:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;VALPARAISO;AV GUARAPARI;VIA PUBLICA
50369093;23/02/2023;16:30:00;VEICULO;ROUBADO;ES;SERRA;VALPARAISO;AV GUARAPARI;VIA PUBLICA
50369108;23/02/2023;06:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;ARACAS;ROD DARLY SANTOS;VIA PUBLICA
50369604;23/02/2023;06:50:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;NOVO MEXICO;RUA ROSA DE OURO;VIA PUBLICA
50369604;23/02/2023;06:50:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;NOVO MEXICO;RUA ROSA DE OURO;VIA PUBLICA
50369990;23/02/2023;00:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;ZUMBI DOS PALMARES;EM UM BUTECO NA PRINCIPAL RUA DA TORRE;COMERCIO
50370009;23/02/2023;Indeterminada;VEICULO;ROUBADO;ES;SERRA;PORTO CANOA;Sem InformaçAo;VIA PUBLICA
50370830;23/02/2023;22:04:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;PRAIA DA COSTA;AV DR OLIVIO LIRA;COMERCIO
50388427;23/02/2023;17:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;SANTA LUCIA;AVENIDA LEITAO DA SILVA;VIA PUBLICA
50390812;23/02/2023;11:44:00;APARELHOS TELEFONICOS;FURTADO;ES;CACHOEIRO DE ITAPEMIRIM;INDEPENDENCIA I;RUA MOREIRA;RESIDÊNCIA
50390812;23/02/2023;11:44:00;APARELHOS TELEFONICOS;FURTADO;ES;CACHOEIRO DE ITAPEMIRIM;INDEPENDENCIA I;RUA MOREIRA;RESIDÊNCIA
50397133;23/02/2023;17:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;CENTRO;NAS PROXIMIDADES DO CAIS DAS BARCAS;VIA PUBLICA
50397249;23/02/2023;16:00:00;VEICULO;FURTADO;ES;SERRA;SAO PATRICIO;RUA ABDI SAADI;VIA PUBLICA
50397292;23/02/2023;10:30:00;APARELHOS TELEFONICOS;FURTADO;ES;LINHARES;SANTA CRUZ;Sem InformaçAo;COMERCIO
50398436;23/02/2023;21:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;CRUZEIRO DO SUL;Sem InformaçAo;VIA PUBLICA
50400047;23/02/2023;18:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;ILHA DAS FLORES;RUA BASILIO COSTALONGA;RESIDÊNCIA
50400587;23/02/2023;00:00:00;VEICULO;FURTADO;ES;JAGUARE;AGUA LIMPA;BR 101;VIA PUBLICA
50406621;23/02/2023;Indeterminada;APARELHOS TELEFONICOS;ROUBADO;ES;ANCHIETA;OUTRO LOCAL;Sem InformaçAo;VIA PUBLICA
50412676;23/02/2023;14:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;COQUEIRAL DE ITAPARICA;Sem InformaçAo;VIA PUBLICA
50412705;23/02/2023;21:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;PRAIA DAS GAIVOTAS;Sem InformaçAo;VIA PUBLICA
50413133;23/02/2023;14:10:00;BICICLETA;FURTADO;ES;VILA VELHA;PRAIA DE ITAPARICA;AV SATURNINO RANGEL MAURO;RESIDÊNCIA
50417854;23/02/2023;22:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;NOVA CARAPINA I;AV BELO HORIZONTE;OUTRO LOCAL
50418088;23/02/2023;16:00:00;VEICULO;ROUBADO;ES;SOORETAMA;JUNCADO;EUCALIPTO DA SUSANO;VIA PUBLICA
50426256;23/02/2023;10:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;GLORIA;Sem InformaçAo;VEICULO
50426681;23/02/2023;05:00:00;BICICLETA;FURTADO;ES;GUARAPARI;PRAIA DO MORRO;AV ATLANTICA;RESIDÊNCIA
50428222;23/02/2023;17:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;MANOEL PLAZA;RUA EDISON POMPERMAYER;VIA PUBLICA
50428226;23/02/2023;18:47:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;CARAPINA GRANDE;AV. BRG. EDUARDO GOMES;VIA PUBLICA
50428274;23/02/2023;19:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;ROSARIO DE FATIMA;Sem InformaçAo;VEICULO
50428306;23/02/2023;10:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;GLORIA;Sem InformaçAo;VEICULO
50437653;23/02/2023;15:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;OUTRO LOCAL;Sem InformaçAo;VIA PUBLICA
50437927;23/02/2023;10:00:00;BICICLETA;FURTADO;ES;SERRA;SANTA LUZIA;ROD NORTE SUL - SANTA LUZIA;ESCOLA
50440182;23/02/2023;14:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VIANA;NOVA BETHANIA;Sem InformaçAo;VEICULO
50468907;23/02/2023;19:00:00;APARELHOS TELEFONICOS;FURTADO;ES;RIO BANANAL;ZONA RURAL;CORREGO FERRUGEM;RESIDÊNCIA
50508199;23/02/2023;01:50:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;ROSARIO DE FATIMA;BR 101 , ROSARIO DE FATIMA, NA RUA CARIOCA-SERRA;VEICULO
50508199;23/02/2023;01:50:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;ROSARIO DE FATIMA;BR 101 , ROSARIO DE FATIMA, NA RUA CARIOCA-SERRA;VEICULO
50512406;23/02/2023;06:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;LINHARES;SHELL;AV. CACHOEIRO DO ITAPEMIRIM, 2576 - SHELL, LINHARES - ES, 29;VIA PUBLICA
50512611;23/02/2023;01:50:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;ROSARIO DE FATIMA;Sem InformaçAo;VEICULO
50601834;23/02/2023;16:25:00;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;NOVO HORIZONTE;AV. BRASIL, 2444 - NOVO HORIZONTE, SERRA - ES,;COMERCIO
50680533;23/02/2023;12:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;PRAIA DO CANTO;PRAÇA DOUTOR CARLITO LINDEMBERG VON SCHILGEN, 80 - PRAIA DO;VIA PUBLICA
50714972;23/02/2023;10:50:00;APARELHOS TELEFONICOS;ROUBADO;ES;CACHOEIRO DE ITAPEMIRIM;IBC;PROXIMO AO QUADRA DE ESPOSTE;VIA PUBLICA
50727198;23/02/2023;14:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VIANA;AREINHA;Sem InformaçAo;VEICULO
50364895;24/02/2023;00:03:00;APARELHOS TELEFONICOS;ROUBADO;ES;IUNA;FERREIRA VALE;AVENIDA ANTONIO AUGUSTO DE OLIVEIRA;VIA PUBLICA
50365624;24/02/2023;06:30:00;VEICULO;ROUBADO;ES;CACHOEIRO DE ITAPEMIRIM;DUAS BARRAS;ROD FUED NEMER;VEICULO
50365671;24/02/2023;Indeterminada;VEICULO;FURTADO;ES;SERRA;NOVO HORIZONTE;RUA CISNE;VIA PUBLICA
50366010;24/02/2023;05:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;ARIBIRI;RUA MANOEL VEREZA;VIA PUBLICA
50366010;24/02/2023;05:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;ARIBIRI;RUA MANOEL VEREZA;VIA PUBLICA
50366081;24/02/2023;01:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;CACHOEIRO DE ITAPEMIRIM;VALAO;AV MAURO MIRANDA MADUREIRA;VIA PUBLICA
50366255;24/02/2023;Indeterminada;VEICULO;FURTADO;ES;SERRA;CIDADE CONTINENTAL;RUA ALEMANHA A12;VIA PUBLICA
50366738;24/02/2023;09:00:00;BICICLETA;FURTADO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;Sem InformaçAo;VIA PUBLICA
50366763;24/02/2023;05:17:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;ARIBIRI;CARLOS LINDENBERG;OUTRO LOCAL
50367344;24/02/2023;Indeterminada;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;MARINGA;Sem InformaçAo;VIA PUBLICA
50367507;24/02/2023;Indeterminada;VEICULO;ROUBADO;ES;SERRA;MARINGA;Sem InformaçAo;VIA PUBLICA
50367738;24/02/2023;Indeterminada;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;JARDIM BELA VISTA;Sem InformaçAo;VIA PUBLICA
50367801;24/02/2023;Indeterminada;VEICULO;FURTADO;ES;MUCURICI;ITABAIANA;RUA BENJAMIN MENDES DE SOUZA S/N;RESIDÊNCIA
50367953;24/02/2023;11:48:00;APARELHOS TELEFONICOS;FURTADO;ES;FUNDAO;BEIRA RIO;RUA ENG JOSIL AGOSTINI;RESIDÊNCIA
50367953;24/02/2023;11:48:00;VEICULO;FURTADO;ES;FUNDAO;BEIRA RIO;RUA ENG JOSIL AGOSTINI;RESIDÊNCIA
50368683;24/02/2023;08:02:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;ALTO LAGE;Sem InformaçAo;VIA PUBLICA
50368954;24/02/2023;13:25:00;VEICULO;ROUBADO;ES;CARIACICA;VISTA DOURADA;RUA DAS ORQUIDEAS;VIA PUBLICA
50369229;24/02/2023;12:15:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;CENTRO;Sem InformaçAo;VIA PUBLICA
50369448;24/02/2023;Indeterminada;VEICULO;FURTADO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;Sem InformaçAo;VIA PUBLICA
50369556;24/02/2023;01:30:00;APARELHOS TELEFONICOS;FURTADO;ES;CACHOEIRO DE ITAPEMIRIM;NOVO PARQUE;RUA CARLI LEVY RAMOS;RESIDÊNCIA
50369607;24/02/2023;11:00:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;ALTO LAGE;Sem InformaçAo;VIA PUBLICA
50370152;24/02/2023;00:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;AEROPORTO;Sem InformaçAo;VEICULO
50370214;24/02/2023;00:20:00;BICICLETA;FURTADO;ES;ARACRUZ;VILA NOVA;RUA ANGELO MORO;RESIDÊNCIA
50370214;24/02/2023;00:20:00;BICICLETA;FURTADO;ES;ARACRUZ;VILA NOVA;RUA ANGELO MORO;RESIDÊNCIA
50370544;24/02/2023;Indeterminada;BICICLETA;FURTADO;ES;VITORIA;JARDIM CAMBURI;RUA FORTUNATO DE ABREU GAGNO;RESIDÊNCIA
50370544;24/02/2023;Indeterminada;BICICLETA;FURTADO;ES;VITORIA;JARDIM CAMBURI;RUA FORTUNATO DE ABREU GAGNO;RESIDÊNCIA
50370566;24/02/2023;11:47:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;CASTELANDIA;AV D JOAO B M ALBUQUERQUE;VIA PUBLICA
50370652;24/02/2023;15:20:00;VEICULO;FURTADO;ES;LINHARES;CENTRO;Sem InformaçAo;VIA PUBLICA
50371112;24/02/2023;15:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;CARIACICA SEDE;ROSAS VELHAS;VIA PUBLICA
50371310;24/02/2023;13:30:00;APARELHOS TELEFONICOS;FURTADO;ES;BARRA DE SAO FRANCISCO;BAIRRO VILA LANDINHA;RUA SEBASTIAO CIPRIANO;RESIDÊNCIA
50372040;24/02/2023;Indeterminada;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;Sem InformaçAo;VIA PUBLICA
50372388;24/02/2023;17:30:00;VEICULO;ROUBADO;ES;CARIACICA;VILA PALESTINA;Sem InformaçAo;VIA PUBLICA
50372554;24/02/2023;15:00:00;VEICULO;FURTADO;ES;VITORIA;JARDIM CAMBURI;RUA ORLANDO CALIMAN;VIA PUBLICA
50372618;24/02/2023;17:50:00;VEICULO;ROUBADO;ES;CARIACICA;VILA PALESTINA;Sem InformaçAo;VIA PUBLICA
