Nº OCORRÊNCIA;DATA DO FATO;HORA DO FATO;OBJETO;AÇAO ;UF;MUNICIPIO;BAIRRO;LOGRADOURO;TIPO DE LOCAL
52246966;02/09/2023;10:00:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;CAMPO GRANDE;AV. EXPEDITO GARCIA;VIA PUBLICA
52248939;02/09/2023;19:00:00;VEICULO;FURTADO;ES;AGUIA BRANCA;OUTRO LOCAL;CORREGO RIO CLARO;OUTRO LOCAL
52250007;02/09/2023;10:00:00;APARELHOS TELEFONICOS;FURTADO;ES;MARATAIZES;CIDADE NOVA;RUA SAU PORTO;RESIDÊNCIA
52280833;02/09/2023;21:35:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;ANDRE CARLONI;Sem InformaçAo;OUTRO LOCAL
52287647;02/09/2023;21:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;ANDRE CARLONI;Sem InformaçAo;VEICULO
52287647;02/09/2023;21:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;ANDRE CARLONI;Sem InformaçAo;VEICULO
52287647;02/09/2023;21:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;ANDRE CARLONI;Sem InformaçAo;VEICULO
52291814;02/09/2023;14:45:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;NOVA CARAPINA I;AV CATAGUASES;VIA PUBLICA
52292799;02/09/2023;08:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;SERRA CENTRO;Sem InformaçAo;VIA PUBLICA
52298726;02/09/2023;05:35:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;SAO GERALDO;Sem InformaçAo;VEICULO
52352552;02/09/2023;18:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;PRAIA DE ITAPARICA;Sem InformaçAo;VIA PUBLICA
52388349;02/09/2023;Indeterminada;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;BOA VISTA I;Sem InformaçAo;VIA PUBLICA
52480205;02/09/2023;20:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;VILA INDEPENDENCIA;Sem InformaçAo;VIA PUBLICA
52789673;02/09/2023;Indeterminada;VEICULO;ROUBADO;ES;SERRA;JARDIM LIMOEIRO;Sem InformaçAo;VIA PUBLICA
52800794;02/09/2023;11:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;JAGUARE;CENTRO;Sem InformaçAo;COMERCIO
52958599;02/09/2023;Indeterminada;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;DA PENHA;AV PROF HERMINIO BLACKMAN;VEICULO
52218179;03/09/2023;02:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;SANTA INES;AV RUY BRAGA RIBEIRO;VIA PUBLICA
52218179;03/09/2023;02:00:00;VEICULO;ROUBADO;ES;VILA VELHA;SANTA INES;AV RUY BRAGA RIBEIRO;VIA PUBLICA
52218503;03/09/2023;03:50:00;VEICULO;ROUBADO;ES;VILA VELHA;ARACAS;Sem InformaçAo;VIA PUBLICA
52218708;03/09/2023;05:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;SAO GABRIEL DA PALHA;SAO VICENTE;AV MARIA CELESTE TOREZANI STORCCHI;VIA PUBLICA
52218917;03/09/2023;06:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;JARDIM LIMOEIRO;ES 10;VIA PUBLICA
52218980;03/09/2023;04:00:00;VEICULO;ROUBADO;ES;VILA VELHA;IBES;RUA NELSON MONTEIRO;VIA PUBLICA
52218985;03/09/2023;07:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;PORTO DE SANTANA;RETIRO SAUDOSO;VIA PUBLICA
52218985;03/09/2023;07:00:00;VEICULO;ROUBADO;ES;CARIACICA;PORTO DE SANTANA;RETIRO SAUDOSO;VIA PUBLICA
52219070;03/09/2023;06:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;DOM BOSCO;ROD BR 262;VIA PUBLICA
52219227;03/09/2023;07:00:00;VEICULO;FURTADO;ES;VITORIA;GURIGICA;Sem InformaçAo;VIA PUBLICA
52219752;03/09/2023;09:32:00;APARELHOS TELEFONICOS;FURTADO;ES;NOVA VENECIA;CENTRO;AV VITORIA;VIA PUBLICA
52219816;03/09/2023;01:00:00;VEICULO;FURTADO;ES;CACHOEIRO DE ITAPEMIRIM;SUMARE;RUA JOAO SANTANA;VIA PUBLICA
52219980;03/09/2023;07:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;CARAPINA;BR 101;VIA PUBLICA
52220184;03/09/2023;08:10:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;BELA AURORA;RUA COLATINA;VIA PUBLICA
52220184;03/09/2023;08:10:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;BELA AURORA;RUA COLATINA;VIA PUBLICA
52220184;03/09/2023;08:10:00;VEICULO;ROUBADO;ES;CARIACICA;BELA AURORA;RUA COLATINA;VIA PUBLICA
52220230;03/09/2023;00:30:00;VEICULO;FURTADO;ES;CARIACICA;BANDEIRANTES;RUA ALFREDO CHAVES;VIA PUBLICA
52220615;03/09/2023;08:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;ESTANCIA MONAZITICA;RUA JOAO GERMANO DE MELO;VIA PUBLICA
52220615;03/09/2023;08:00:00;VEICULO;ROUBADO;ES;SERRA;ESTANCIA MONAZITICA;RUA JOAO GERMANO DE MELO;VIA PUBLICA
52221639;03/09/2023;13:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;CACHOEIRO DE ITAPEMIRIM;SAO JOAQUIM;RUA PROJETADA;VIA PUBLICA
52221639;03/09/2023;13:30:00;VEICULO;ROUBADO;ES;CACHOEIRO DE ITAPEMIRIM;SAO JOAQUIM;RUA PROJETADA;VIA PUBLICA
52221907;03/09/2023;13:42:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;SAO DOMINGOS;ROD. AUDIFAX BARCELOS;VIA PUBLICA
52221907;03/09/2023;13:42:00;VEICULO;ROUBADO;ES;SERRA;SAO DOMINGOS;ROD. AUDIFAX BARCELOS;VIA PUBLICA
52222467;03/09/2023;06:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;COQUEIRAL DE ITAPARICA;PRAIA DE ITAPARICA;VIA PUBLICA
52222632;03/09/2023;16:49:00;VEICULO;FURTADO;ES;SAO MATEUS;ITAUNINHAS;ITAUNIAS ZONA RURAL;VIA PUBLICA
52222691;03/09/2023;09:00:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;PLANETA;RUA BARAO DE MAL AR;RESIDÊNCIA
52222992;03/09/2023;17:36:00;VEICULO;ROUBADO;ES;SAO MATEUS;URUSSUQUARA;RUA PRINCIPAL;VIA PUBLICA
52223068;03/09/2023;17:43:00;VEICULO;FURTADO;ES;NOVA VENECIA;ALTOE;RUA PEDRO FANTECELE DE LIMA;VIA PUBLICA
52223284;03/09/2023;15:00:00;VEICULO;ROUBADO;ES;SAO MATEUS;URUSSUQUARA;AV. PRINCIPAL;RESIDÊNCIA
52223533;03/09/2023;18:36:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;RESIDENCIAL COQUEIRAL;RUA ATENEU;ESCOLA
52223832;03/09/2023;16:00:00;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;CARAPINA GRANDE;RUA ALFEU RIBEIRO;RESIDÊNCIA
52224283;03/09/2023;14:00:00;APARELHOS TELEFONICOS;FURTADO;ES;LINHARES;INTERLAGOS;AV OURO PRETO;RESIDÊNCIA
52224589;03/09/2023;20:20:00;BICICLETA;ROUBADO;ES;GUARAPARI;PRAIA DO MORRO;AVENIDA BEIRA MAR;VIA PUBLICA
52224589;03/09/2023;20:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;GUARAPARI;PRAIA DO MORRO;AVENIDA BEIRA MAR;VIA PUBLICA
52224589;03/09/2023;20:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;GUARAPARI;PRAIA DO MORRO;AVENIDA BEIRA MAR;VIA PUBLICA
52224598;03/09/2023;19:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;NOVA BRASILIA;RUA CLARICIO ALVES RIBEIRO;VIA PUBLICA
52224880;03/09/2023;21:15:00;APARELHOS TELEFONICOS;ROUBADO;ES;SAO GABRIEL DA PALHA;JARDIM DE INFANCIA;RUA SENADOR ATILIO VIVAQUA;VIA PUBLICA
52224900;03/09/2023;18:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;CAMPO GRANDE;ROD BR 262;VIA PUBLICA
52224965;03/09/2023;21:40:00;APARELHOS TELEFONICOS;FURTADO;ES;IUNA;PITO;RIVADAL MANOEL DE SOUZA;VIA PUBLICA
52225599;03/09/2023;19:20:00;VEICULO;ROUBADO;ES;PINHEIROS;SAO JOAO DO SOBRADO;RODOVIA ES 313;VIA PUBLICA
52225820;03/09/2023;21:31:00;VEICULO;ROUBADO;ES;LINHARES;CENTRO;AV COMENDADOR RAFAEL;VIA PUBLICA
52225865;03/09/2023;21:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;DARLY SANTOS;RODOVIA DARLI SANTOS;VEICULO
52225865;03/09/2023;21:00:00;VEICULO;ROUBADO;ES;VILA VELHA;DARLY SANTOS;RODOVIA DARLI SANTOS;VEICULO
52226694;03/09/2023;02:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;COBILANDIA;AV PAPA JOAO XXIII;VIA PUBLICA
52226694;03/09/2023;02:00:00;VEICULO;FURTADO;ES;VILA VELHA;COBILANDIA;AV PAPA JOAO XXIII;VIA PUBLICA
52227208;03/09/2023;05:00:00;BICICLETA;FURTADO;ES;VILA VELHA;ATAIDE;RUA 21 DE ABRIL;RESIDÊNCIA
52227374;03/09/2023;19:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;LINHARES;PLANALTO;Sem InformaçAo;VIA PUBLICA
52227509;03/09/2023;10:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;OUTRO LOCAL;PRAIA DO DU¿LE;REPARTICAO PUBLICA
52227509;03/09/2023;10:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;OUTRO LOCAL;PRAIA DO DU¿LE;REPARTICAO PUBLICA
52227565;03/09/2023;18:30:00;APARELHOS TELEFONICOS;FURTADO;ES;SAO MATEUS;AYRTON SENNA;N~~AO INFORMADO;VIA PUBLICA
52227697;03/09/2023;23:00:00;APARELHOS TELEFONICOS;FURTADO;ES;GUARAPARI;CENTRO;RUA PAULO AGUIAR;COMERCIO
52227701;03/09/2023;12:30:00;VEICULO;FURTADO;ES;VILA VELHA;PRAIA DA COSTA;Sem InformaçAo;VIA PUBLICA
52227857;03/09/2023;15:50:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;ENSEADA DO SUA;RUA CASSIANO ANTONIO MORAES;VIA PUBLICA
52227927;03/09/2023;00:00:00;BICICLETA;FURTADO;ES;SOORETAMA;CENTRO;RUA MANASSES DOS REIS;VIA PUBLICA
52227943;03/09/2023;05:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;PIUMA;CEU AZUL;Sem InformaçAo;VIA PUBLICA
52228029;03/09/2023;14:30:00;APARELHOS TELEFONICOS;FURTADO;ES;MARECHAL FLORIANO;SANTA RITA;"""LIMITE  SHOW""";OUTRO LOCAL
52228056;03/09/2023;06:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;LINHARES;BNH;AV PRINCIPAL;OUTRO LOCAL
52228171;03/09/2023;20:00:00;APARELHOS TELEFONICOS;FURTADO;ES;BREJETUBA;CENTRO;Sem InformaçAo;COMERCIO
52228171;03/09/2023;20:00:00;VEICULO;FURTADO;ES;BREJETUBA;CENTRO;Sem InformaçAo;COMERCIO
52228359;03/09/2023;21:50:00;VEICULO;FURTADO;ES;SERRA;PARQUE JACARAIPE;RUA SAO LUCAS;VIA PUBLICA
52228580;03/09/2023;22:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;ITANGUA;RUA CLARICIO LVES RIBEIRO;VIA PUBLICA
52228648;03/09/2023;15:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;ITAQUARI;RUA LADEIRA DO ORIENTE;COMERCIO
52228671;03/09/2023;22:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;CARIACICA SEDE;Sem InformaçAo;VIA PUBLICA
52228671;03/09/2023;22:00:00;VEICULO;ROUBADO;ES;CARIACICA;CARIACICA SEDE;Sem InformaçAo;VIA PUBLICA
52228785;03/09/2023;15:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;ITAQUARI;RUA LADEIRA DO ORIENTE;COMERCIO
52228869;03/09/2023;08:40:00;VEICULO;FURTADO;ES;VITORIA;ITARARE;RUA ARMANDO GUIMARAES;VIA PUBLICA
52229014;03/09/2023;00:20:00;VEICULO;FURTADO;ES;VITORIA;SANTA HELENA;Sem InformaçAo;VIA PUBLICA
52229097;03/09/2023;06:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;BALNEARIO DE CARAPEBUS;RUA CENTRAL;VIA PUBLICA
52229253;03/09/2023;13:10:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;PLANETA;RUA VISTA DO MOXUARA;VIA PUBLICA
52229287;03/09/2023;16:23:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;JARDIM CAMBURI;SHOPPING NORTE SUL;COMERCIO
52230060;03/09/2023;18:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;VERA CRUZ;Sem InformaçAo;VIA PUBLICA
52230252;03/09/2023;00:00:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;NOVA ESPERANCA;Sem InformaçAo;VEICULO
52230466;03/09/2023;04:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;ANCHIETA;IRIRI;PROXIMO AO SEGUNDO TREVO DE IRIRI;VIA PUBLICA
52231205;03/09/2023;02:30:00;APARELHOS TELEFONICOS;FURTADO;ES;CACHOEIRO DE ITAPEMIRIM;AEROPORTO;RUA ANTONIO CORREIA CARDOSO;COMERCIO
52231441;03/09/2023;Indeterminada;BICICLETA;FURTADO;ES;PEDRO CANARIO;OUTRO LOCAL;Sem InformaçAo;GINASIO
52231605;03/09/2023;13:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;PLANETA;Sem InformaçAo;VIA PUBLICA
52232445;03/09/2023;21:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;SAO TORQUATO;TERMINAL DE SAO TOQUATO;VEICULO
52232673;03/09/2023;08:00:00;VEICULO;FURTADO;ES;SERRA;SERRA CENTRO;RUA OSVALDO PEREIRA;RESIDÊNCIA
52236696;03/09/2023;16:30:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;PRAIA DA COSTA;CANAL;VIA PUBLICA
52237054;03/09/2023;00:00:00;APARELHOS TELEFONICOS;FURTADO;ES;CACHOEIRO DE ITAPEMIRIM;SANTA CECILIA;Sem InformaçAo;VIA PUBLICA
52237686;03/09/2023;23:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;MONTE BELO;AV. CARLOS MOREIRA LIMA;COMERCIO
52237753;03/09/2023;Indeterminada;APARELHOS TELEFONICOS;FURTADO;ES;ARACRUZ;BELA VISTA;Sem InformaçAo;CASA DE SHOW/EVENTOS
52238486;03/09/2023;18:00:00;APARELHOS TELEFONICOS;FURTADO;ES;MUCURICI;ZONA RURAL;FAZENDA ELDORADO, CORREGO DO PAJEU;RESIDÊNCIA
52241186;03/09/2023;19:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;JARDIM COLORADO;AV VITORIA REGIA;VIA PUBLICA
52243055;03/09/2023;05:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;PRAIA DE ITAPARICA;AVENIDA ESTUDANTE JOSE JULIO DE SOUZA;OUTRO LOCAL
52243055;03/09/2023;05:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;PRAIA DE ITAPARICA;AVENIDA ESTUDANTE JOSE JULIO DE SOUZA;OUTRO LOCAL
52243171;03/09/2023;14:56:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;COQUEIRAL DE ITAPARICA;ROD. DO SOL;OUTRO LOCAL
52246258;03/09/2023;20:28:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;ILHA DE SANTA MARIA;Sem InformaçAo;VIA PUBLICA
52246726;03/09/2023;14:30:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;ALECRIM;R. VÊNUS;HOSPITAL
52262827;03/09/2023;00:00:00;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;CASTELANDIA;RUA ROMULO CASTELO;VEICULO
52275010;03/09/2023;05:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;GUARAPARI;COROADO;Sem InformaçAo;VIA PUBLICA
52280962;03/09/2023;21:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;LARANJEIRAS VELHA;AVENIDA CENTRAL;VIA PUBLICA
52287182;03/09/2023;Indeterminada;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;DIVINO ESPIRITO SANTO;AVENIDA LUCIANO DAS NEVES;VIA PUBLICA
52288238;03/09/2023;04:16:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;SANTO ANTONIO;AV DARIO LOURENÇO DE SOUZA;VEICULO
52292201;03/09/2023;03:30:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;PRAIA DO CANTO;RUA MANOEL GONCALVES CARNEIRO;CASA DE SHOW/EVENTOS
52292567;03/09/2023;11:15:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;BALNEARIO DE CARAPEBUS;AV. AUGUSTO RUSCHI;COMERCIO
52351573;03/09/2023;22:00:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;PORTO DE CARIACICA;AV.ALFREDO ANTONIO FERREIRA;COMERCIO
52359500;03/09/2023;10:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;ITARARE;ANTES DO SUPERMERCADO EXTRABOM;VIA PUBLICA
52377581;03/09/2023;16:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;ITARANA;CENTRO;PERTO DA LOTERICA, PREDIO COM VARIAS JANELAS, PROX;RESIDÊNCIA
52385981;03/09/2023;09:50:00;APARELHOS TELEFONICOS;FURTADO;ES;LINHARES;AVISO;AVENIDA FILOGONIO PEIXOTO;COMERCIO
52423644;03/09/2023;21:00:00;BICICLETA;FURTADO;ES;SERRA;EURICO SALLES;Sem InformaçAo;COMERCIO
52503785;03/09/2023;23:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VIANA;CAXIAS DO SUL;Sem InformaçAo;VIA PUBLICA
52226477;04/09/2023;03:00:00;VEICULO;FURTADO;ES;VILA VELHA;NOSSA SENHORA DA PENHA;RUA HUMBERTO LORENZUTTI;VIA PUBLICA
52226738;04/09/2023;05:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;PEDRA DOS BUZIOS;BECO DO TAMANDARE;VIA PUBLICA
52226797;04/09/2023;07:00:00;VEICULO;FURTADO;ES;NOVA VENECIA;SAO CRISTOVAO;RUA EGIDIO COSER;VIA PUBLICA
52227147;04/09/2023;07:18:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;VILA NOVA;RUA 23;VIA PUBLICA
52227147;04/09/2023;07:18:00;VEICULO;ROUBADO;ES;VILA VELHA;VILA NOVA;RUA 23;VIA PUBLICA
52227298;04/09/2023;05:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;JOSE DE ANCHIETA;RUA ANGICO;VIA PUBLICA
52227364;04/09/2023;22:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;COBILANDIA;AV JACINATA DE MIRAL;VIA PUBLICA
52227421;04/09/2023;08:52:00;VEICULO;ROUBADO;ES;VILA VELHA;NOVA ITAPARICA;NAO CADASTRADO;VIA PUBLICA
52227863;04/09/2023;Indeterminada;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;CAMPO GRANDE;AV EXPEDITO GARCIA;VEICULO
52227966;04/09/2023;06:30:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;CAMPO GRANDE;Sem InformaçAo;VIA PUBLICA
52229239;04/09/2023;08:25:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;SAO TORQUATO;P;VEICULO
52229425;04/09/2023;10:30:00;VEICULO;ROUBADO;ES;SERRA;CENTRAL CARAPINA;RUA QUE LIGA NA BR 101;VIA PUBLICA
52229745;04/09/2023;03:50:00;VEICULO;FURTADO;ES;CARIACICA;SAO FRANCISCO;RUA PADRE LEANDRO DEL HOMO;VIA PUBLICA
52229937;04/09/2023;05:35:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;VALE ENCANTADO;RUA SAO GABRIEL DA PALHA;OUTRO LOCAL
52231246;04/09/2023;12:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;LINHARES;PLANALTO;Sem InformaçAo;VIA PUBLICA
52231246;04/09/2023;12:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;LINHARES;PLANALTO;Sem InformaçAo;VIA PUBLICA
52231253;04/09/2023;12:00:00;BICICLETA;ROUBADO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;AV CENTRAL;VIA PUBLICA
52231373;04/09/2023;12:00:00;BICICLETA;FURTADO;ES;VITORIA;GURIGICA;RUA;VIA PUBLICA
52231415;04/09/2023;12:20:00;BICICLETA;FURTADO;ES;IBATIBA;FLORESTA;RUA MANOEL LUIS TRINDADE;OUTRO LOCAL
52231560;04/09/2023;11:52:00;BICICLETA;FURTADO;ES;VENDA NOVA DO IMIGRANTE;CENTRO;AV EVANDI AMERICO COMARELA;COMERCIO
52231606;04/09/2023;10:00:00;VEICULO;FURTADO;ES;SERRA;CARAPINA;Sem InformaçAo;VIA PUBLICA
52231735;04/09/2023;05:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;SANTANA;RUA;VIA PUBLICA
52231942;04/09/2023;18:00:00;APARELHOS TELEFONICOS;FURTADO;ES;LINHARES;BEBEDOURO;RUA SINOBELINO FERRAZ DE SOUZA;VEICULO
52232103;04/09/2023;09:30:00;BICICLETA;FURTADO;ES;SAO GABRIEL DA PALHA;PARAISO;RUA ANTONIO BORGO;VIA PUBLICA
52232362;04/09/2023;14:00:00;VEICULO;FURTADO;ES;VITORIA;JARDIM DA PENHA;AV DANTE MICHELINE;VIA PUBLICA
52232367;04/09/2023;15:50:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;PRAIA DA COSTA;Sem InformaçAo;VIA PUBLICA
52232398;04/09/2023;Indeterminada;APARELHOS TELEFONICOS;FURTADO;ES;ALTO RIO NOVO;ALTO RIO NOVO;MARCOS MILLER;RESIDÊNCIA
52232411;04/09/2023;14:30:00;VEICULO;ROUBADO;ES;VITORIA;JARDIM CAMBURI;RUA AGENOR AMARO DOS SANTOS;VIA PUBLICA
52232580;04/09/2023;08:25:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;SAO TORQUATO;PRACINHA DE SAO TOQUARTO;VEICULO
52232593;04/09/2023;13:30:00;BICICLETA;FURTADO;ES;ARACRUZ;CENTRO;AV. VENANCIO FLORES;VIA PUBLICA
52232641;04/09/2023;12:01:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;ALTO LAGE;Sem InformaçAo;VIA PUBLICA
52232783;04/09/2023;15:50:00;VEICULO;FURTADO;ES;LINHARES;AVISO;RUA SERGIPE;VIA PUBLICA
52232866;04/09/2023;05:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;VALE ENCANTADO;TODOS OS SANTOS;VIA PUBLICA
52233006;04/09/2023;09:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;JARDIM GUARANHUNS;AVENIDA CANAL DA COSTA;RESIDÊNCIA
52233657;04/09/2023;13:40:00;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;OUTRO LOCAL;Sem InformaçAo;OUTRO LOCAL
52233742;04/09/2023;16:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;TERRA VERMELHA;RUA NOVA JABAETE;RESIDÊNCIA
52233765;04/09/2023;12:18:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;ALECRIM;Sem InformaçAo;VIA PUBLICA
52233789;04/09/2023;18:34:00;APARELHOS TELEFONICOS;ROUBADO;ES;SAO MATEUS;NESTOR GOMES;ESTRADA NESTOR GOMES X JAGUARE;VIA PUBLICA
52234392;04/09/2023;08:30:00;VEICULO;FURTADO;ES;VITORIA;ILHA DE SANTA MARIA;Sem InformaçAo;VIA PUBLICA
52234499;04/09/2023;19:35:00;APARELHOS TELEFONICOS;ROUBADO;ES;JAGUARE;CENTRO;RUA ZILDA SARTORI ALTOE;VIA PUBLICA
52234550;04/09/2023;14:00:00;BICICLETA;FURTADO;ES;ALEGRE;CENTRO;AV DOUTOR OLIVIO CORREIA PEDROSA;RESIDÊNCIA
52234726;04/09/2023;18:03:00;VEICULO;FURTADO;ES;VILA VELHA;PRAIA DA COSTA;RUA ROMERO BOTELHO;VIA PUBLICA
52234844;04/09/2023;18:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;VERA CRUZ;RUA MONTE CASTELO;VIA PUBLICA
52234998;04/09/2023;20:30:00;VEICULO;FURTADO;ES;VILA VELHA;GLORIA;AV JERONIMO MONTEIRO;VIA PUBLICA
52235030;04/09/2023;20:40:00;BICICLETA;ROUBADO;ES;VILA VELHA;PRAIA DE ITAPARICA;Sem InformaçAo;VIA PUBLICA
52235389;04/09/2023;20:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;CHACARA PARREIRAL;ROD ES 010;OUTRO LOCAL
52235471;04/09/2023;22:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;JOCKEY DE ITAPARICA;RODOVIA DO SOL;VIA PUBLICA
52235471;04/09/2023;22:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;JOCKEY DE ITAPARICA;RODOVIA DO SOL;VIA PUBLICA
52235479;04/09/2023;22:50:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;TABAJARA;Sem InformaçAo;VIA PUBLICA
52235479;04/09/2023;22:50:00;VEICULO;ROUBADO;ES;CARIACICA;TABAJARA;Sem InformaçAo;VIA PUBLICA
52236411;04/09/2023;18:00:00;VEICULO;ROUBADO;ES;SAO MATEUS;PALMITO;Sem InformaçAo;RODOVIA FEDERAL
52236641;04/09/2023;05:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;SANTA CECILIA;ROD BR 262;VIA PUBLICA
52236781;04/09/2023;19:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;CENTRO VILA VELHA;Sem InformaçAo;VIA PUBLICA
52237185;04/09/2023;18:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;ATAIDE;ESTRADA DE CAPUABA;VIA PUBLICA
52237339;04/09/2023;04:30:00;APARELHOS TELEFONICOS;FURTADO;ES;BOM JESUS DO NORTE;SAO SEBASTIAO;RUA ARMILDO SILVA;RESIDÊNCIA
52237365;04/09/2023;21:00:00;VEICULO;FURTADO;ES;SERRA;BOA VISTA II;Sem InformaçAo;VIA PUBLICA
