Nº OCORRENCIA;DATA DO FATO;HORA DO FATO;GRUPO DE INCIDENTE;TIPO DE INCIDENTE;UF;MUNICIPIO;BAIRRO;TIPO LOCAL
51249548;24/05/2023;00:15:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LARANJA DA TERRA;SOBREIRO;Via PUblica
51250205;24/05/2023;07:22:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;NOSSA SENHORA DA PENHA;Ponte / Viaduto
51260331;25/05/2023;09:32:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;MIMOSO DO SUL;PRATINHA;Curso D'Agua
51267210;25/05/2023;21:01:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;MORRO DO QUADRO;DomicIlio
51270815;26/05/2023;07:43:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;BOA ESPERANCA;ZONA RURAL;DomicIlio
51283666;27/05/2023;13:02:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;COLATINA;AYRTON SENNA;Via PUblica
51297228;28/05/2023;20:32:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CACHOEIRO DE ITAPEMIRIM;ZUMBI;Via PUblica
51291864;28/05/2023;06:06:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;IBATIBA;ZONA RURAL;Estabelecimento Comercial
51292141;28/05/2023;08:16:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;CENTRO;Terreno Baldio / ConstruCAo / Mata
51307223;29/05/2023;21:40:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ALFREDO CHAVES;APARECIDA;DomicIlio
51312209;30/05/2023;14:06:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;NOVA ESPERANCA;DomicIlio
51311244;30/05/2023;12:15:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;SAO LOURENCO;Terreno Baldio / ConstruCAo / Mata
51318953;31/05/2023;09:55:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;GUACUI;SAO PEDRO DE RATES;Via PUblica
51321486;31/05/2023;09:57:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;TAQUARA I;Via PUblica
51346011;02/06/2023;20:14:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CACHOEIRO DE ITAPEMIRIM;CAMPO DA LEOPOLDINA;Via PUblica
51337621;02/06/2023;02:08:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;MUCURI;Via PUblica
51347295;02/06/2023;23:36:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;COLATINA;AYRTON SENNA;Via PUblica
51337681;02/06/2023;02:20:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;AVISO;Via PUblica
51355364;03/06/2023;20:03:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CACHOEIRO DE ITAPEMIRIM;SANTA ROSA;Via PUblica
51348595;03/06/2023;04:06:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;JOCAFE I;DomicIlio
51355183;03/06/2023;19:58:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;PEDRO CANARIO;CRISTAL DO NORTE;Via PUblica
51348674;03/06/2023;04:55:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO MATEUS;SEAC;Via PUblica
51348735;03/06/2023;05:04:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;GLORIA;Via PUblica
51366300;04/06/2023;21:54:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;BARRA DE SAO FRANCISCO;CORREGO DO TATU;Via PUblica
51360219;04/06/2023;06:00:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;CASTELO BRANCO;Via PUblica
51361737;04/06/2023;12:13:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ITAGUACU;ITAIMBE;Via PUblica
51359374;04/06/2023;06:16:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;ZONA RURAL;Via PUblica
51360083;04/06/2023;09:20:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VALERIO;CORREGO SAO JOSE;DomicIlio
51366788;04/06/2023;22:53:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;RIVIERA DA BARRA;DomicIlio
51375066;05/06/2023;21:48:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ALFREDO CHAVES;VILA NOVA DE MARAVILHA;Via PUblica
51367596;05/06/2023;01:05:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;PARQUE JACARAIPE;Via PUblica
51371891;05/06/2023;14:45:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;VILA NOVA DE COLARES;DomicIlio
51376486;05/06/2023;22:50:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;COQUEIRAL DE ITAPARICA;Via PUblica
51379938;06/06/2023;11:33:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;SAO JOAO BATISTA;Via PUblica
51384591;06/06/2023;18:35:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO ROQUE DO CANAA;PICADAO DE SAO ROQUE;Via PUblica
51387669;07/06/2023;08:50:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO DOMINGOS DO NORTE;NITEROI;DomicIlio
51405010;08/06/2023;23:01:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ARACRUZ;SAO MARCOS;Via PUblica
51164882;09/06/2023;09:35:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ITAPEMIRIM;CENTRO;DomicIlio
51407653;09/06/2023;10:00:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SOORETAMA;CORREGO GARRAFAO;Lago / Lagoa / Represa
51415535;10/06/2023;00:14:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;FLEXAL I;DomicIlio
51422145;10/06/2023;18:44:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;IUNA;QUILOMBO;Estabelecimento Comercial
51422145;10/06/2023;18:44:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;IUNA;QUILOMBO;Estabelecimento Comercial
51418154;10/06/2023;10:40:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;MOVELAR;Via PUblica
51416446;10/06/2023;06:37:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VALERIO;ZONA RURAL;DomicIlio
51433888;11/06/2023;21:37:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VALERIO;ZONA RURAL;Via PUblica
51445464;12/06/2023;22:32:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;BARRA DE SAO FRANCISCO;COLINA;Via PUblica
51439443;12/06/2023;13:33:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;GUARAPARI;VILAGE DO SOL;Via PUblica
51440657;12/06/2023;14:38:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;GUARAPARI;ZONA RURAL;Via PUblica
51445806;12/06/2023;00:25:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;JERONIMO MONTEIRO;VILA CRUZEIRO;DomicIlio
51439414;12/06/2023;12:56:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;PEDRO CANARIO;BOA VISTA;Via PUblica
51447745;13/06/2023;09:08:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;MUCURI;Via PUblica
51455079;13/06/2023;21:34:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ECOPORANGA;TEOFILO FIGUEIREDO;DomicIlio
51447125;13/06/2023;08:03:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;FUNDAO;PRAIA GRANDE;Terreno Baldio / ConstruCAo / Mata
51465057;14/06/2023;20:30:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;NOVO HORIZONTE;Via PUblica
51456904;14/06/2023;07:25:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;NOVO PORTO CANOA;Via PUblica
51467416;15/06/2023;07:39:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;CAMPO BELO;Terreno Baldio / ConstruCAo / Mata
51476647;15/06/2023;22:34:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;VALPARAISO;Via PUblica
51486846;16/06/2023;21:46:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ARACRUZ;BARRA DO RIACHO;Via PUblica
51479226;16/06/2023;09:33:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CACHOEIRO DE ITAPEMIRIM;ZUMBI;DomicIlio
51481834;16/06/2023;13:58:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;FLEXAL II;Via PUblica
51481994;16/06/2023;14:03:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;VALE ENCANTADO;Terreno Baldio / ConstruCAo / Mata
51480387;16/06/2023;11:31:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;ANDORINHAS;Via PUblica
51499464;18/06/2023;03:54:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;OPERARIO;Terreno Baldio / ConstruCAo / Mata
51515451;19/06/2023;18:40:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;JARDIM CAMBURI;DomicIlio
51518291;20/06/2023;06:39:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VIANA;CABRAL;Unidade Prisional
51525733;20/06/2023;19:46:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA PAVAO;CENTRO;Estabelecimento Comercial
51529243;21/06/2023;09:47:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;IBATIBA;CENTRO;PraCa / Parques / Area PUblica
51547540;23/06/2023;06:54:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;CARIACICA SEDE;Via PUblica
51555332;23/06/2023;21:17:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;JAGUARE;ZONA RURAL;Via PUblica
51548505;23/06/2023;09:18:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;NOVA ESPERANCA;Via PUblica
51550725;23/06/2023;13:09:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;JARDIM LIMOEIRO;Estabelecimento Comercial
51559719;24/06/2023;11:23:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;SHELL;Via PUblica
51562306;24/06/2023;15:52:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;PIUMA;APARECIDA;DomicIlio
51558195;24/06/2023;07:23:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SANTA MARIA DE JETIBA;CENTRO;Estabelecimento de SaUde
51564821;24/06/2023;20:07:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;SAO CRISTOVAO;Via PUblica
51571007;25/06/2023;13:06:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;RIO MARINHO;Via PUblica
51568284;25/06/2023;03:39:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;GURIGICA;Estabelecimento de SaUde
51567304;25/06/2023;23:28:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;GURIGICA;Via PUblica
51582534;26/06/2023;15:25:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;NOVA ESPERANCA;Via PUblica
51588528;27/06/2023;08:24:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SANTA MARIA DE JETIBA;SAO SEBASTIAO DO MEIO;Via PUblica
51592645;27/06/2023;15:31:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;ULISSES GUIMARAES;DomicIlio
51604379;28/06/2023;19:54:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CACHOEIRO DE ITAPEMIRIM;JARDIM AMERICA;DomicIlio
51596742;28/06/2023;00:23:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SOORETAMA;SALVADOR;DomicIlio
51617931;30/06/2023;08:23:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ITAPEMIRIM;GRAUNA;Via PUblica
51624468;30/06/2023;20:56:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;CARAPINA GRANDE;Estabelecimento Industrial
51626731;01/07/2023;01:29:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CONCEICAO DA BARRA;COBRAICE;PraCa / Parques / Area PUblica
51632692;01/07/2023;17:57:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ITAPEMIRIM;BREJO GRANDE DO SUL;Terreno Baldio / ConstruCAo / Mata
51635114;01/07/2023;21:56:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;BOA VISTA II;Ponte / Viaduto
51630956;01/07/2023;15:12:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;MARIO CYPRESTE;DomicIlio
51644872;02/07/2023;23:29:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;BAIXO GUANDU;ROSARIO I;DomicIlio
51641695;02/07/2023;16:19:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;BEBEDOURO;Via PUblica
51642269;02/07/2023;17:23:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;HUMAITA;Terreno Baldio / ConstruCAo / Mata
51653727;03/07/2023;21:45:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;PEDRO CANARIO;CANARINHA;Via PUblica
51654219;03/07/2023;23:25:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;GRANDE VITORIA;Via PUblica
51650620;03/07/2023;15:33:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;SANTO ANTONIO;Via PUblica
51669694;05/07/2023;17:26:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;BONFIM;Via PUblica
51673269;06/07/2023;07:35:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;SAO TORQUATO;Via PUblica
51673257;06/07/2023;07:31:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;CONSOLACAO;Via PUblica
51684531;07/07/2023;12:20:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;IBATIBA;ZONA RURAL;Terreno Baldio / ConstruCAo / Mata
51691004;07/07/2023;22:01:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;ILHA DOS AYRES;Via PUblica
51698819;08/07/2023;18:18:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;INTERLAGOS;PraCa / Parques / Area PUblica
51694148;08/07/2023;09:14:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;MONTANHA;ZONA RURAL;DomicIlio
51709727;09/07/2023;19:25:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO DOMINGOS DO NORTE;ZONA RURAL;Estabelecimento Comercial
51703831;09/07/2023;04:54:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO GABRIEL DA PALHA;CORREGO DOURADO;Estabelecimento Comercial
51714005;10/07/2023;10:16:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;FLEXAL II;Via PUblica
51719617;10/07/2023;19:31:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO GABRIEL DA PALHA;BOA VISTA;Terreno Baldio / ConstruCAo / Mata
51730285;11/07/2023;21:05:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ECOPORANGA;SANTA MONICA;Via PUblica
51615780;11/07/2023;16:35:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA PAVAO;ONDINA;Via PUblica
51745971;12/07/2023;22:17:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO MATEUS;BOA VISTA;Via PUblica
51734283;12/07/2023;10:12:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;DOM JOAO BATISTA;Terreno Baldio / ConstruCAo / Mata
51742628;13/07/2023;03:32:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;COLATINA;SANTA TEREZINHA;Via PUblica
51755457;14/07/2023;11:44:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;ANTONIO FERREIRA BORGES;Terreno Baldio / ConstruCAo / Mata
51755457;14/07/2023;11:44:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;ANTONIO FERREIRA BORGES;Terreno Baldio / ConstruCAo / Mata
51763285;15/07/2023;06:20:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;GUARAPARI;BELA VISTA;Via PUblica
51763177;15/07/2023;05:28:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;NOVO HORIZONTE;Via PUblica
51777048;16/07/2023;14:37:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;BAIXO GUANDU;ROSARIO II;DomicIlio
51774744;16/07/2023;09:55:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;BELA AURORA;DomicIlio
51773455;16/07/2023;06:23:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;COLATINA;CORREGO BELA AURORA;Via PUblica
51775668;16/07/2023;12:02:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;AVISO;Via PUblica
51773276;16/07/2023;04:54:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;PLANALTO;DomicIlio
51778503;16/07/2023;18:00:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO MATEUS;BARRA SECA;DomicIlio
51785757;17/07/2023;13:00:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;ANTONIO FERREIRA BORGES;Terreno Baldio / ConstruCAo / Mata
51802227;18/07/2023;21:50:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;CANGAIBA;Via PUblica
51798745;18/07/2023;15:27:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;NOVA VENECIA;GUARAREMA;DomicIlio
51813141;20/07/2023;03:19:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;RIO MARINHO;DomicIlio
51824283;21/07/2023;11:38:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;CRISTOVAO COLOMBO;Via PUblica
51824283;21/07/2023;11:38:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;CRISTOVAO COLOMBO;Via PUblica
51821644;21/07/2023;03:25:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;VINTE E TRES DE MAIO;Via PUblica
51840182;23/07/2023;03:19:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;BARRA DE SAO FRANCISCO;VILA PAULISTA;DomicIlio
51849910;24/07/2023;09:20:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;SANTA CECILIA;Terreno Baldio / ConstruCAo / Mata
51849255;24/07/2023;07:52:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;DOMINGOS MARTINS;PEDRA BRANCA;Curso D'Agua
51849603;24/07/2023;08:35:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;IBATIBA;SANTA MARIA DE BAIXO;DomicIlio
51854919;24/07/2023;17:43:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;BALNEARIO DE CARAPEBUS;Via PUblica
51848532;24/07/2023;04:07:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;BOA VISTA I;Via PUblica
52762007;25/07/2023;07:36:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ARACRUZ;PAU BRASIL;Terreno Baldio / ConstruCAo / Mata
52762007;25/07/2023;07:36:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ARACRUZ;PAU BRASIL;Terreno Baldio / ConstruCAo / Mata
51859580;25/07/2023;09:41:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SANTA TERESA;CENTRO;Terreno Baldio / ConstruCAo / Mata
51875245;26/07/2023;23:47:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;CARATOIRA;Via PUblica
51881591;27/07/2023;09:17:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;PANCAS;VILA NOVA;DomicIlio
51884201;27/07/2023;22:31:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;GRANDE VITORIA;Via PUblica
51890699;28/07/2023;17:08:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;ANDORINHAS;Via PUblica
51901572;29/07/2023;21:13:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;PLANETA;Via PUblica
51901128;29/07/2023;20:16:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;GUARAPARI;SAMAMBAIA;Estabelecimento Comercial
